simulation_id,timestamp,city,area,hour,day_of_week,is_weekend,temperature_c,humidity,rain_mm,wind_speed_kmh,visibility_m,weather_severity_index,vehicle_count,avg_speed_kmh,accident_count,congestion_level,road_condition,traffic_intensity_score,congestion_probability,accident_probability,congestion_occurred,accident_occurred,active_scenarios,scenario_count
1427,2024-06-25 18:00:00,london,Hackney,18,1,0,7.92,65,21.77,49.86,7885,21.8,947,59.63,6,Medium,Snowy,363.29,0.6767,0.3043,1,0,Heavy Rain,1
1428,2024-02-14 08:00:00,london,Kensington,8,2,0,20.68,99,45.18,72.72,4042,31.31,2188,92.17,6,Low,Damaged,814.98,0.7782,0.4725,1,0,Heavy Rain|High Humidity|Strong Winds,3
1429,2024-02-06 19:00:00,london,Westminster,19,1,0,-4.35,89,10.21,43.29,8333,21.04,3613,105.16,6,High,Wet,1564.23,0.6689,0.4299,1,0,Temperature Extremes|High Humidity,2
1430,2024-02-03 17:00:00,london,Hackney,17,5,1,16.14,55,29.97,18.39,2975,16.49,2858,10.67,0,Low,Damaged,1241.86,0.6236,0.1959,0,0,Heavy Rain,1
1431,2024-03-02 19:00:00,london,Westminster,19,5,1,4.34,39,32.4,14.53,8327,18.92,1207,115.69,6,High,Damaged,572.8,0.6476,0.7627,0,1,Heavy Rain,1
1432,2024-01-19 22:00:00,london,Westminster,22,4,0,13.89,28,43.83,16.75,3107,17.35,2649,38.35,8,Low,Wet,938.16,0.632,0.1358,1,0,Heavy Rain,1
1433,2024-03-28 05:00:00,london,Camden,5,3,0,29.21,34,34.1,65.49,9191,31.15,2874,89.65,0,Medium,Snowy,1077.9,0.7765,0.478,1,0,Heavy Rain|Strong Winds,2
1434,2024-04-06 16:00:00,london,Westminster,16,5,1,20.21,28,3.32,67.39,11300,22.42,945,36.39,5,Medium,Wet,351.68,0.683,0.1929,0,0,Strong Winds,1
1435,2024-01-01 00:00:00,london,Westminster,0,0,0,6.14,67,14.11,10.26,1684,7.61,885,84.15,4,Medium,Snowy,302.51,0.5411,0.2784,1,0,Normal,0
1436,2024-03-29 06:00:00,london,Hackney,6,4,0,0.19,43,6.16,27.12,11037,15.01,2456,69.67,3,Medium,Dry,798.47,0.6093,0.1449,1,0,Normal,0
1437,2024-01-17 18:00:00,london,Chelsea,18,2,0,32.08,86,29.45,47.13,7335,30.49,3004,57.25,3,High,Dry,1080.56,0.7692,0.2142,1,0,Heavy Rain|Temperature Extremes|High Humidity,3
1438,2024-03-09 09:00:00,london,Southwark,9,5,1,12.38,57,1.21,20.06,4115,5.6,511,10.45,1,Low,Snowy,180.68,0.5235,0.12,1,0,Normal,0
1439,2024-07-08 05:00:00,london,Hackney,5,0,0,9.91,32,4.07,79.61,2473,25.9,1541,91.84,2,Medium,Snowy,522.51,0.7195,0.4466,1,1,Strong Winds,1
1440,2024-07-18 15:00:00,london,Chelsea,15,3,0,14.6,20,26.92,35.47,4324,18.64,137,111.68,3,Low,Snowy,64.84,0.535,0.3643,0,1,Heavy Rain,1
1441,2024-06-18 22:00:00,london,Islington,22,1,0,1.86,62,5.6,70.25,5384,27.42,856,93.91,7,High,Snowy,320.75,0.7357,0.5763,0,1,Strong Winds,1
1442,2024-04-26 09:00:00,london,Hackney,9,4,0,10.34,75,36.01,70.48,10427,31.48,865,102.26,0,Medium,Damaged,408.74,0.7801,0.6812,1,1,Heavy Rain|Strong Winds,2
1443,2024-06-10 15:00:00,london,Kensington,15,0,0,-3.18,87,8.24,24.47,7453,11.32,576,99.2,4,High,Snowy,205.5,0.5746,0.4372,1,1,Temperature Extremes|High Humidity,2
1444,2024-03-18 22:00:00,london,Hackney,22,0,0,17.28,99,48.99,16.52,5903,21.24,1615,24.16,6,Low,Damaged,693.39,0.6709,0.226,0,1,Heavy Rain|High Humidity,2
1445,2024-04-23 09:00:00,london,Southwark,9,1,0,6.99,57,8.34,25.01,5195,8.94,1426,46.02,2,Low,Wet,513.35,0.5529,0.118,0,0,Normal,0
1446,2024-05-15 08:00:00,london,Chelsea,8,2,0,0.61,57,4.54,37.19,9637,12.8,1698,64.07,4,Low,Damaged,752.04,0.5883,0.2515,0,1,Normal,0
1447,2024-02-09 19:00:00,london,Islington,19,4,0,29.45,91,34.52,47.85,6724,22.76,604,25.22,6,Low,Snowy,240.07,0.6866,0.1871,1,0,Heavy Rain|High Humidity,2
1448,2024-06-22 09:00:00,london,Camden,9,5,1,16.64,89,39.29,33.41,9361,20.03,3107,41.33,9,Low,Wet,1065.42,0.6587,0.1464,0,0,Heavy Rain|High Humidity,2
1449,2024-06-24 03:00:00,london,Southwark,3,0,0,25.95,26,20.48,29.3,688,15.28,3709,26.89,4,Low,Wet,1765.04,0.6119,0.1214,0,1,Heavy Rain,1
1450,2024-03-22 02:00:00,london,Hackney,2,4,0,29.31,83,30.53,5.12,9519,13.91,49,55.8,0,Medium,Dry,23.28,0.3928,0.1248,0,0,Heavy Rain|High Humidity,2
1451,2024-02-22 23:00:00,london,Islington,23,3,0,18.12,25,2.39,15.08,8993,4.44,4727,26.56,1,Medium,Damaged,1625.19,0.5137,0.1997,1,0,Normal,0
1452,2024-05-16 13:00:00,london,Southwark,13,3,0,7.92,52,8.89,35.02,11016,15.42,2993,113.87,6,Low,Dry,1175.84,0.6133,0.1739,1,0,Normal,0
1453,2024-01-01 00:00:00,london,Westminster,0,0,0,6.14,67,14.11,10.26,1684,9.41,885,88.01,4,Medium,Snowy,383.07,0.5571,0.3031,1,0,Normal,0
1454,2024-01-11 17:00:00,london,Westminster,17,3,0,26.84,66,20.25,47.84,9201,25.12,427,5.22,8,Low,Damaged,139.54,0.7113,0.2303,0,0,Heavy Rain,1
1455,2024-04-26 00:00:00,london,Westminster,0,4,0,6.82,88,10.58,8.18,2845,6.68,2408,49.68,8,Medium,Wet,882.34,0.5329,0.1486,0,0,High Humidity,1
1456,2024-02-25 12:00:00,london,Kensington,12,6,1,-3.68,94,25.72,50.84,3850,29.2,1537,25.98,0,High,Snowy,653.95,0.755,0.337,1,0,Heavy Rain|Temperature Extremes|High Humidity|Strong Winds,4
1457,2024-01-09 06:00:00,london,Southwark,6,1,0,20.34,66,25.85,50.47,3636,18.6,4143,79.45,2,Medium,Wet,1968.93,0.6443,0.2576,1,1,Heavy Rain|Strong Winds,2
1458,2024-01-26 14:00:00,london,Hackney,14,4,0,22.54,88,49.62,100.0,9654,40.56,1430,46.44,8,Low,Wet,615.23,0.8845,0.2144,1,0,Heavy Rain|High Humidity|Strong Winds,3
1459,2024-06-06 05:00:00,london,Hammersmith,5,3,0,-1.54,79,22.21,29.82,3547,20.33,1837,118.65,1,High,Dry,711.35,0.6618,0.3232,0,0,Heavy Rain|Temperature Extremes,2
1460,2024-06-29 19:00:00,london,Southwark,19,5,1,3.2,78,39.74,65.12,8762,32.28,2995,125.46,1,Medium,Damaged,1399.1,0.789,0.8,1,1,Heavy Rain|Strong Winds,2
1461,2024-05-13 23:00:00,london,Camden,23,0,0,11.65,58,25.57,20.45,1843,13.48,4692,11.36,4,Medium,Snowy,1633.49,0.5947,0.1908,1,0,Heavy Rain,1
1462,2024-04-11 04:00:00,london,Southwark,4,3,0,12.34,27,33.92,54.08,6146,22.82,1314,104.05,7,Low,Damaged,560.96,0.6872,0.4583,1,1,Heavy Rain|Strong Winds,2
1463,2024-04-29 21:00:00,london,Hammersmith,21,0,0,22.87,55,1.55,32.9,5253,12.75,2995,32.75,2,High,Wet,1065.01,0.5879,0.1894,1,0,Normal,0
1464,2024-07-17 22:00:00,london,Westminster,22,2,0,25.17,40,43.65,68.01,10538,37.09,2398,102.56,1,High,Dry,974.01,0.8439,0.3671,1,0,Heavy Rain|Strong Winds,2
1465,2024-05-06 04:00:00,london,Chelsea,4,0,0,28.88,26,26.08,28.62,3653,20.98,4219,41.52,7,High,Dry,1718.31,0.6684,0.1594,1,0,Heavy Rain,1
1466,2024-01-10 14:00:00,london,Hammersmith,14,2,0,4.89,33,31.7,75.71,8599,25.19,2418,81.38,1,High,Snowy,966.33,0.712,0.4893,0,0,Heavy Rain|Strong Winds,2
1467,2024-05-24 15:00:00,london,Chelsea,15,4,0,10.83,50,10.36,71.9,6502,21.51,110,105.35,9,Low,Damaged,49.72,0.5163,0.4529,0,0,Strong Winds,1
1468,2024-02-11 22:00:00,london,Hackney,22,6,1,33.39,39,11.15,13.62,4060,11.43,2588,69.69,2,High,Damaged,1004.03,0.5756,0.4104,0,1,Temperature Extremes,1
1469,2024-02-25 12:00:00,london,Kensington,12,6,1,-3.68,94,25.72,50.84,3850,30.8,1537,23.95,0,High,Snowy,515.88,0.7726,0.3429,1,0,Heavy Rain|Temperature Extremes|High Humidity|Strong Winds,4
1470,2024-02-15 09:00:00,london,Westminster,9,3,0,-1.22,59,5.19,15.83,4158,10.72,4141,103.52,9,Medium,Dry,1981.14,0.5691,0.1828,0,0,Temperature Extremes,1
1471,2024-02-19 09:00:00,london,Islington,9,0,0,8.42,94,26.38,60.09,5928,28.52,327,123.05,2,High,Dry,119.93,0.7476,0.3923,1,1,Heavy Rain|High Humidity|Strong Winds,3
1472,2024-04-17 06:00:00,london,Southwark,6,2,0,24.41,90,11.67,12.27,5138,9.55,1413,90.53,3,High,Snowy,674.27,0.5584,0.3838,1,0,High Humidity,1
1473,2024-02-11 14:00:00,london,Islington,14,6,1,15.54,63,18.95,67.93,4481,23.8,1662,84.17,8,High,Snowy,694.61,0.6974,0.4902,1,1,Strong Winds,1
1474,2024-03-22 02:00:00,london,Hackney,2,4,0,25.89,57,4.54,64.14,8496,21.11,49,49.45,0,Medium,Dry,19.58,0.4337,0.1378,0,0,Strong Winds,1
1475,2024-04-04 03:00:00,london,Hackney,3,3,0,-3.37,57,42.12,48.32,4401,26.77,639,38.49,8,Low,Snowy,226.38,0.7287,0.2172,1,0,Heavy Rain|Temperature Extremes,2
1476,2024-02-25 05:00:00,london,Southwark,5,6,1,10.08,52,21.08,8.01,10854,9.57,3369,29.26,3,Medium,Snowy,1337.02,0.5586,0.1862,1,0,Heavy Rain,1
1477,2024-03-17 11:00:00,london,Chelsea,11,6,1,23.38,91,6.68,11.84,6160,8.9,4847,63.27,9,Low,Damaged,1559.21,0.5525,0.2269,0,0,High Humidity,1
1478,2024-04-23 09:00:00,london,Southwark,9,1,0,6.99,57,8.34,25.01,5195,9.72,1426,45.02,2,Low,Wet,514.33,0.5599,0.1194,0,0,Normal,0
1479,2024-03-13 14:00:00,london,Westminster,14,2,0,24.63,76,35.57,65.24,6901,30.42,218,66.94,1,Medium,Damaged,71.16,0.6666,0.4739,1,0,Heavy Rain|Strong Winds,2
1480,2024-01-28 22:00:00,london,Hammersmith,22,6,1,21.43,42,6.07,26.88,9851,8.98,2546,61.61,4,Low,Dry,819.29,0.5533,0.0896,1,0,Normal,0
1481,2024-06-03 05:00:00,london,Southwark,5,0,0,10.04,54,47.19,37.14,1858,25.78,2344,73.35,0,High,Dry,868.47,0.7182,0.2288,1,1,Heavy Rain,1
1482,2024-01-31 15:00:00,london,Islington,15,2,0,32.23,27,45.77,56.71,4320,26.79,2425,10.28,0,Medium,Dry,1082.83,0.7289,0.1243,1,1,Heavy Rain|Temperature Extremes|Strong Winds,3
1483,2024-02-22 02:00:00,london,Hammersmith,2,3,0,33.22,62,44.17,7.39,9110,24.37,2270,74.13,2,High,Snowy,941.02,0.7034,0.4493,1,0,Heavy Rain|Temperature Extremes,2
1484,2024-01-31 00:00:00,london,Camden,0,2,0,7.76,87,10.49,70.4,3164,20.51,3610,7.97,4,Low,Wet,1307.84,0.6636,0.1271,0,0,High Humidity|Strong Winds,2
1485,2024-05-13 02:00:00,london,Hackney,2,0,0,7.01,28,49.3,45.97,6286,30.26,3855,105.22,3,Low,Damaged,1546.51,0.7666,0.5291,0,0,Heavy Rain,1
1486,2024-04-07 17:00:00,london,Camden,17,6,1,27.27,87,25.31,4.93,3800,10.16,1015,62.51,4,High,Snowy,367.69,0.564,0.2979,0,0,Heavy Rain|High Humidity,2
1487,2024-06-09 19:00:00,london,Chelsea,19,6,1,21.17,58,1.63,66.93,2694,21.86,1960,31.82,7,Medium,Damaged,856.3,0.6773,0.3094,1,0,Strong Winds,1
1488,2024-01-17 14:00:00,london,Westminster,14,2,0,17.04,63,42.66,47.04,10468,24.41,2605,26.14,5,Low,Damaged,898.44,0.7038,0.2422,1,0,Heavy Rain,1
1489,2024-07-12 12:00:00,london,Westminster,12,4,0,27.49,58,38.72,41.51,6480,25.54,25,13.23,9,High,Snowy,12.02,0.4478,0.3014,1,1,Heavy Rain,1
1490,2024-04-07 13:00:00,london,Kensington,13,6,1,20.35,50,4.65,7.55,6289,4.46,2461,53.84,9,Medium,Wet,881.38,0.5138,0.1445,1,0,Normal,0
1491,2024-04-16 19:00:00,london,Hackney,19,1,0,0.34,60,47.78,29.61,8217,22.2,1574,103.96,4,Low,Snowy,529.97,0.6808,0.3621,1,1,Heavy Rain,1
1492,2024-04-13 19:00:00,london,Camden,19,5,1,33.45,51,38.04,50.26,9941,33.43,2389,74.13,6,High,Wet,903.99,0.802,0.3932,1,0,Heavy Rain|Temperature Extremes|Strong Winds,3
1493,2024-01-08 04:00:00,london,Hammersmith,4,0,0,21.97,99,16.49,54.21,6369,22.54,2038,69.02,3,Medium,Wet,689.83,0.6843,0.2521,1,1,High Humidity|Strong Winds,2
1494,2024-05-25 14:00:00,london,Hammersmith,14,5,1,31.21,42,37.96,12.68,10173,21.78,4521,45.25,1,Medium,Snowy,2019.88,0.6765,0.2703,1,1,Heavy Rain|Temperature Extremes,2
1495,2024-05-31 07:00:00,london,Hackney,7,4,0,4.44,63,2.13,45.4,8726,17.26,4503,60.7,6,Low,Dry,1795.82,0.6311,0.1078,1,0,Normal,0
1496,2024-02-15 09:00:00,london,Westminster,9,3,0,10.21,69,6.11,50.57,1403,18.93,4141,106.27,9,Medium,Dry,1479.94,0.6476,0.2257,1,1,Strong Winds,1
1497,2024-06-21 19:00:00,london,Kensington,19,4,0,12.09,34,4.57,70.73,3765,18.49,2077,114.68,6,Low,Snowy,720.29,0.6433,0.3742,1,1,Strong Winds,1
1498,2024-03-11 04:00:00,london,Kensington,4,0,0,-1.61,24,10.93,49.9,7395,18.12,1630,25.41,6,Low,Snowy,552.5,0.6397,0.1708,0,0,Temperature Extremes,1
1499,2024-06-07 10:00:00,london,Islington,10,4,0,-4.69,93,25.37,51.37,5526,24.85,656,86.44,1,High,Wet,244.11,0.7083,0.3833,1,0,Heavy Rain|Temperature Extremes|High Humidity|Strong Winds,4
1500,2024-05-11 06:00:00,london,Westminster,6,5,1,22.43,66,10.83,40.65,10782,15.49,2952,32.95,8,Medium,Damaged,1307.53,0.614,0.2732,1,0,Normal,0
1501,2024-01-30 14:00:00,london,Westminster,14,1,0,-3.64,22,28.03,67.54,8871,35.1,4293,121.07,8,High,Damaged,1660.65,0.821,0.8,1,1,Heavy Rain|Temperature Extremes|Strong Winds,3
1502,2024-07-06 23:00:00,london,Camden,23,5,1,25.96,35,17.02,55.35,2579,21.36,4007,56.72,5,Medium,Dry,1825.89,0.6722,0.1471,1,0,Strong Winds,1
1503,2024-07-06 03:00:00,london,Chelsea,3,5,1,16.34,65,35.69,54.65,5576,22.93,4865,96.68,9,Low,Wet,1916.77,0.6883,0.256,1,0,Heavy Rain|Strong Winds,2
1504,2024-06-03 17:00:00,london,Westminster,17,0,0,13.46,52,19.69,39.44,1716,13.45,1539,53.66,3,Low,Dry,709.68,0.5945,0.0933,0,0,Normal,0
1505,2024-06-10 15:00:00,london,Kensington,15,0,0,26.2,92,22.29,32.38,11912,20.62,576,94.62,4,High,Snowy,239.13,0.6647,0.5117,1,1,Heavy Rain|High Humidity,2
1506,2024-06-21 02:00:00,london,Hackney,2,4,0,-3.45,41,6.35,49.68,7161,23.38,1897,32.46,8,High,Wet,621.39,0.693,0.236,1,0,Temperature Extremes,1
1507,2024-02-15 03:00:00,london,Hammersmith,3,3,0,11.95,25,38.54,47.82,9138,25.15,722,10.73,1,High,Snowy,329.97,0.7115,0.2975,0,1,Heavy Rain,1
1508,2024-05-01 21:00:00,london,Chelsea,21,2,0,27.56,87,5.78,10.37,6488,7.08,574,98.12,6,High,Snowy,232.21,0.5364,0.3881,0,1,High Humidity,1
1509,2024-06-05 08:08:00,london,Westminster,8,2,0,10.55,88,19.15,35.71,4295,15.99,4290,96.27,0,Medium,Damaged,1471.76,0.6187,0.48,1,0,High Humidity,1
1510,2024-06-08 13:00:00,london,Southwark,13,5,1,29.71,97,7.44,59.84,8526,22.54,2590,79.66,9,High,Snowy,874.11,0.6843,0.458,1,0,High Humidity|Strong Winds,2
1511,2024-02-15 23:00:00,london,Camden,23,3,0,23.22,56,21.12,14.18,754,12.92,1444,29.31,1,Medium,Wet,465.24,0.5894,0.1515,1,0,Heavy Rain,1
1512,2024-03-18 23:00:00,london,Westminster,23,0,0,23.63,72,7.37,41.31,3929,16.29,310,19.14,9,Low,Snowy,133.21,0.6216,0.1599,1,1,Normal,0
1513,2024-01-26 20:19:00,london,Chelsea,20,4,0,8.36,82,25.82,28.55,4693,19.74,4765,94.88,5,High,Snowy,1611.63,0.6558,0.5041,1,1,Heavy Rain|High Humidity,2
1514,2024-04-13 19:00:00,london,Camden,19,5,1,33.45,51,38.04,50.26,9941,30.52,2389,71.31,6,High,Wet,935.25,0.7695,0.3652,1,0,Heavy Rain|Temperature Extremes|Strong Winds,3
1515,2024-01-21 12:01:00,london,Islington,12,6,1,4.02,30,1.42,52.98,10170,18.49,4985,36.13,0,Medium,Snowy,2152.03,0.6433,0.2376,1,0,Strong Winds,1
1516,2024-03-11 04:00:00,london,Kensington,4,0,0,-1.61,24,10.93,49.9,6705,18.04,3933,28.44,5,Low,Wet,1794.13,0.6388,0.1298,1,0,Temperature Extremes,1
1517,2024-03-26 09:00:00,london,Chelsea,9,1,0,30.23,29,2.4,53.94,7482,19.36,1386,107.56,2,Low,Snowy,460.59,0.652,0.3549,1,0,Temperature Extremes|Strong Winds,2
1518,2024-07-18 23:00:00,london,Camden,23,3,0,13.95,26,39.99,61.15,880,28.78,4903,90.51,0,High,Wet,2060.66,0.7504,0.4277,1,0,Heavy Rain|Strong Winds,2
1519,2024-05-23 09:00:00,london,Westminster,9,3,0,19.6,58,45.14,33.66,9220,22.67,4409,82.29,0,Medium,Snowy,1548.94,0.6856,0.3828,0,1,Heavy Rain,1
1520,2024-06-24 03:00:00,london,Southwark,3,0,0,25.95,26,20.48,29.3,688,14.37,3709,29.49,4,Low,Wet,1766.5,0.6032,0.1206,0,1,Heavy Rain,1
1521,2024-06-24 03:00:00,london,Southwark,3,0,0,25.95,26,20.48,29.3,688,19.03,3709,28.9,4,Low,Wet,1575.47,0.6486,0.1328,0,1,Heavy Rain,1
1522,2024-01-06 01:00:00,london,Kensington,1,5,1,20.64,32,29.22,6.45,4001,11.56,1422,101.7,9,Medium,Damaged,508.79,0.5768,0.4579,0,0,Heavy Rain,1
1523,2024-05-28 01:00:00,london,Southwark,1,1,0,32.92,68,25.22,65.67,5385,32.85,3396,115.99,3,Medium,Damaged,1121.51,0.7954,0.7984,1,1,Heavy Rain|Temperature Extremes|Strong Winds,3
1524,2024-02-08 07:00:00,london,Westminster,7,3,0,27.37,79,1.33,68.12,10936,20.21,3461,79.56,1,Low,Snowy,1586.03,0.6605,0.2733,1,0,Strong Winds,1
1525,2024-01-23 01:00:00,london,Chelsea,1,1,0,5.19,50,47.07,51.55,6726,35.11,3664,76.25,1,Medium,Dry,1316.78,0.8211,0.2231,1,0,Heavy Rain|Strong Winds,2
1526,2024-02-03 17:00:00,london,Hackney,17,5,1,16.14,55,29.97,18.39,2975,15.39,2858,10.85,0,Low,Damaged,1268.29,0.6129,0.1913,1,0,Heavy Rain,1
1527,2024-05-06 20:00:00,london,Hackney,20,0,0,27.75,67,23.66,43.71,1606,22.8,3986,16.27,9,Low,Snowy,1822.23,0.687,0.1807,1,0,Heavy Rain,1
1528,2024-04-04 03:00:00,london,Hackney,3,3,0,-3.37,57,42.12,48.32,4401,35.72,639,41.55,8,Low,Snowy,285.96,0.828,0.2569,1,1,Heavy Rain|Temperature Extremes,2
1529,2024-07-11 17:00:00,london,Westminster,17,3,0,6.47,32,23.98,23.81,7927,12.98,1126,120.29,2,Low,Wet,381.72,0.5901,0.2629,1,1,Heavy Rain,1
1530,2024-06-08 13:00:00,london,Kensington,13,5,1,29.71,97,7.44,59.84,6006,18.74,4697,58.5,5,High,Snowy,2025.83,0.6458,0.3489,0,0,High Humidity|Strong Winds,2
1531,2024-05-15 08:00:00,london,Islington,8,2,0,0.61,57,4.54,37.19,10575,16.5,4022,64.41,7,Medium,Dry,1706.35,0.6237,0.1426,1,1,Normal,0
1532,2024-04-15 05:00:00,london,Kensington,5,0,0,27.37,93,25.61,26.78,4449,21.29,1386,39.73,0,High,Wet,624.93,0.6715,0.2376,1,1,Heavy Rain|High Humidity,2
1533,2024-06-26 06:00:00,london,Kensington,6,2,0,10.69,69,13.7,5.98,4271,7.06,2284,33.71,9,Medium,Snowy,961.63,0.5362,0.1788,0,0,Normal,0
1534,2024-02-08 03:00:00,london,Southwark,3,3,0,10.11,92,11.46,26.29,4497,9.68,3536,123.73,0,High,Snowy,1658.78,0.5596,0.5356,1,0,High Humidity,1
1535,2024-07-10 22:00:00,london,Kensington,22,2,0,24.36,58,7.27,69.98,8119,25.65,892,14.02,1,High,Snowy,365.53,0.7168,0.3026,1,1,Strong Winds,1
1536,2024-04-23 02:00:00,london,Southwark,2,1,0,-0.78,77,10.15,61.03,9647,23.77,1977,95.68,8,Low,Dry,725.15,0.6971,0.1717,1,1,Temperature Extremes|Strong Winds,2
1537,2024-06-19 03:00:00,london,Hackney,3,2,0,17.6,85,26.99,70.0,4442,22.05,2331,100.02,9,Low,Damaged,1035.78,0.6793,0.4339,1,1,Heavy Rain|High Humidity|Strong Winds,3
1538,2024-05-26 12:00:00,london,Westminster,12,6,1,20.46,85,18.24,13.82,8017,11.81,2227,98.61,2,Medium,Dry,753.28,0.5791,0.1787,1,0,High Humidity,1
1539,2024-06-11 13:00:00,london,Hackney,13,1,0,5.04,51,45.65,56.41,9846,34.58,1771,69.12,9,Low,Damaged,673.16,0.815,0.3976,1,1,Heavy Rain|Strong Winds,2
1540,2024-04-25 09:00:00,london,Hammersmith,9,3,0,0.08,50,7.63,7.18,8202,8.09,4344,89.16,3,High,Snowy,1970.09,0.5454,0.3647,0,1,Normal,0
1541,2024-06-18 17:49:00,london,Westminster,17,1,0,8.75,90,39.42,70.32,5011,33.81,4910,68.02,1,Low,Dry,2069.61,0.8063,0.1556,1,0,Heavy Rain|High Humidity|Strong Winds,3
1542,2024-06-21 02:00:00,london,Hackney,2,4,0,-3.45,41,6.35,49.68,7161,17.93,1897,29.39,8,High,Wet,747.46,0.6377,0.2083,1,0,Temperature Extremes,1
1543,2024-02-24 03:21:00,london,Islington,3,5,1,9.39,59,39.25,29.79,5202,25.02,2729,104.45,8,Low,Snowy,1280.64,0.7101,0.3835,1,0,Heavy Rain,1
1544,2024-02-08 03:00:00,london,Southwark,3,3,0,10.11,92,11.46,26.29,4497,11.82,3536,122.49,0,High,Snowy,1669.33,0.5792,0.5577,1,1,High Humidity,1
1545,2024-07-06 05:00:00,london,Westminster,5,5,1,7.98,22,7.28,51.81,8953,19.39,3184,51.83,6,Low,Dry,1398.45,0.6523,0.1044,1,0,Strong Winds,1
1546,2024-01-25 05:00:00,london,Islington,5,3,0,33.44,96,33.77,79.2,6910,35.53,2179,65.11,0,Medium,Damaged,707.92,0.8259,0.5055,0,0,Heavy Rain|Temperature Extremes|High Humidity|Strong Winds,4
1547,2024-03-12 15:00:00,london,Islington,15,1,0,34.31,32,38.64,9.02,8048,19.77,983,66.5,8,Medium,Dry,374.65,0.6561,0.1555,0,0,Heavy Rain|Temperature Extremes,2
1548,2024-04-24 19:00:00,london,Kensington,19,2,0,17.09,29,23.02,54.96,6385,24.96,1230,9.45,9,High,Damaged,534.92,0.7096,0.3697,0,0,Heavy Rain|Strong Winds,2
1549,2024-01-22 05:00:00,london,Hammersmith,5,0,0,24.6,78,44.43,44.38,6251,25.44,2921,64.9,1,Medium,Dry,999.54,0.7146,0.1707,0,0,Heavy Rain,1
1550,2024-04-01 03:00:00,london,Westminster,3,0,0,25.32,72,0.39,34.81,4741,11.34,755,67.11,6,Medium,Damaged,247.02,0.5747,0.3248,0,0,Normal,0
1551,2024-05-15 18:00:00,london,Camden,18,2,0,24.78,79,14.33,42.23,5532,20.44,3208,64.49,1,Medium,Snowy,1175.1,0.6628,0.3095,0,0,Normal,0
1552,2024-04-05 11:00:00,london,Southwark,11,4,0,19.09,45,8.37,5.65,9204,5.2,2193,38.14,0,Low,Dry,757.24,0.5201,0.0672,1,0,Normal,0
1553,2024-05-01 21:00:00,london,Hackney,21,2,0,27.56,87,5.78,10.37,10812,9.06,524,114.02,3,Medium,Wet,204.7,0.554,0.292,1,0,High Humidity,1
1554,2024-06-19 03:00:00,london,Kensington,3,2,0,17.6,85,26.99,70.0,7755,26.8,4154,78.43,9,Medium,Damaged,1637.92,0.7291,0.4969,1,0,Heavy Rain|High Humidity|Strong Winds,3
1555,2024-05-24 03:00:00,london,Camden,3,4,0,14.17,28,21.92,51.32,5158,20.79,1801,85.42,1,Low,Damaged,735.24,0.6664,0.366,1,0,Heavy Rain|Strong Winds,2
1556,2024-03-29 06:00:00,london,Hackney,6,4,0,0.19,43,6.16,27.12,11037,12.51,2456,65.7,3,Medium,Dry,1164.75,0.5856,0.1319,0,0,Normal,0
1557,2024-01-08 23:00:00,london,Kensington,23,0,0,17.71,66,27.09,65.85,3326,25.76,4187,16.48,7,Low,Dry,1803.73,0.718,0.0955,1,0,Heavy Rain|Strong Winds,2
1558,2024-07-17 20:00:00,london,Islington,20,2,0,25.39,36,31.68,71.84,5676,30.28,261,43.54,3,Low,Snowy,117.49,0.7668,0.239,0,0,Heavy Rain|Strong Winds,2
1559,2024-06-15 22:00:00,london,Hammersmith,22,5,1,31.64,61,6.38,50.25,10351,15.82,1415,61.49,0,Medium,Dry,491.35,0.6171,0.1368,1,0,Temperature Extremes|Strong Winds,2
1560,2024-04-02 19:00:00,london,Southwark,19,1,0,12.96,41,14.84,62.92,7113,20.04,495,76.39,3,Medium,Damaged,202.27,0.6588,0.4292,1,1,Strong Winds,1
1561,2024-03-13 21:23:00,london,Southwark,21,2,0,13.43,23,6.95,61.01,3829,18.81,1737,117.55,3,Medium,Dry,642.8,0.6465,0.2519,1,0,Strong Winds,1
1562,2024-07-05 02:00:00,london,Kensington,2,4,0,8.89,79,4.94,74.63,4071,21.11,1518,112.06,8,Low,Dry,708.86,0.6696,0.1921,0,0,Strong Winds,1
1563,2024-06-06 05:00:00,london,Hammersmith,5,3,0,-1.54,79,22.21,29.82,3547,17.38,1837,105.26,1,High,Dry,745.32,0.6323,0.2663,1,1,Heavy Rain|Temperature Extremes,2
1564,2024-01-11 17:00:00,london,Hammersmith,17,3,0,26.84,66,20.25,47.84,9599,17.54,768,19.55,6,Medium,Dry,256.37,0.6339,0.107,1,0,Heavy Rain,1
1565,2024-01-29 08:59:00,london,Hackney,8,0,0,27.59,30,42.3,16.25,9046,24.1,2428,76.09,2,High,Dry,780.69,0.7005,0.2278,1,1,Heavy Rain,1
1566,2024-07-08 20:00:00,london,Islington,20,0,0,8.99,77,18.55,43.62,11387,19.53,4835,45.55,2,High,Snowy,1903.16,0.6537,0.319,1,1,Normal,0
1567,2024-02-19 09:00:00,london,Islington,9,0,0,8.42,94,26.38,60.09,5928,28.22,327,119.92,2,High,Dry,129.72,0.7443,0.3785,0,0,Heavy Rain|High Humidity|Strong Winds,3
